Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2013

,,,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Accomack County Sheriff Office,VA,12,,          32,           3,,           9,           7,          13,         415,         120,         270,          25,,,,,,,,,,
Albemarle County Police Department,VA,12,,         127,           1,,          44,          24,          58,       1683,         243,       1397,          43,,,,,,,,,,
Alexandria Police Dept,VA,12,     148519,         258,           5,,          21,         118,         114,       2981,         250,       2438,         293,         173.7,           3.4,,          14.1,          79.5,          76.8,       2007.2,         168.3,       1641.5,         197.3
Amherst County Sheriff Office,VA,12,,          32,           1,,           9,           2,          20,         375,          49,         301,          25,,,,,,,,,,
Arlington County Police Department,VA,12,,         362,           0,,          39,         126,         197,       3794,         236,       3404,         154,,,,,,,,,,
Augusta County Sheriff Office,VA,12,,          93,           0,,          21,          12,          60,         730,         161,         539,          30,,,,,,,,,,
Bedford County Sheriff Office,VA,12,,          28,           0,,          13,           2,          13,         662,         181,         432,          49,,,,,,,,,,
Blacksburg Police Dept,VA,12,      42603,          32,           0,,           8,           4,          20,         528,          91,         422,          15,          75.1,            .0,,          18.8,           9.4,          46.9,       1239.3,         213.6,         990.5,          35.2
Botetourt County Sheriff Office,VA,12,,          16,           1,,           3,           3,           9,         259,          36,         206,          17,,,,,,,,,,
Bristol Police Dept,VA,12,      17641,          59,           0,,           6,           7,          46,         546,          60,         466,          20,         334.4,            .0,,          34.0,          39.7,         260.8,       3095.1,         340.1,       2641.6,         113.4
Campbell County Sheriff Office,VA,12,,          69,           4,,          16,           7,          42,         669,         104,         541,          24,,,,,,,,,,
Caroline County Sheriff Office,VA,12,,          31,           0,,           9,           5,          17,         356,         104,         251,           1,,,,,,,,,,
Carroll County Sheriff Office,VA,12,,          28,           2,,           7,           1,          18,         341,          90,         231,          20,,,,,,,,,,
Charlottesville Police Dept,VA,12,      44187,         213,           1,,          22,          63,         127,       1477,         200,       1224,          53,         482.0,           2.3,,          49.8,         142.6,         287.4,       3342.6,         452.6,       2770.0,         119.9
Chesapeake Police Dept,VA,12,     230577,         741,           8,,          50,         155,         528,       6238,       1080,       4874,         284,         321.4,           3.5,,          21.7,          67.2,         229.0,       2705.4,         468.4,       2113.8,         123.2
Chesterfield County Police Department,VA,12,,         401,           9,,          77,         144,         171,       6348,       1359,       4763,         226,,,,,,,,,,
Christiansburg Police Dept,VA,12,      21581,          31,           1,,          14,           3,          13,         547,          53,         480,          14,         143.6,           4.6,,          64.9,          13.9,          60.2,       2534.6,         245.6,       2224.2,          64.9
Colonial Heights Police Dept,VA,12,      17553,          44,           1,,          15,          13,          15,         748,          48,         682,          18,         250.7,           5.7,,          85.5,          74.1,          85.5,       4261.4,         273.5,       3885.4,         102.5
Culpeper County Sheriff Office,VA,12,,          35,           0,,           2,           3,          30,         210,          47,         144,          19,,,,,,,,,,
Culpeper Town Police Dept,VA,12,      16703,          37,           0,,           3,          10,          24,         552,          28,         504,          20,         221.5,            .0,,          18.0,          59.9,         143.7,       3304.8,         167.6,       3017.4,         119.7
Danville Police Dept,VA,12,      43133,         152,           5,,          20,          60,          67,       2040,         445,       1511,          84,         352.4,          11.6,,          46.4,         139.1,         155.3,       4729.6,       1031.7,       3503.1,         194.7
Dinwiddie County Sheriff Department,VA,12,,          56,           4,,          14,           6,          32,         389,         104,         266,          19,,,,,,,,,,
Fairfax (City) Police Dept,VA,12,      23801,          26,           0,,           3,          11,          12,         396,          27,         346,          23,         109.2,            .0,,          12.6,          46.2,          50.4,       1663.8,         113.4,       1453.7,          96.6
Fairfax County Police Department,VA,12,,       1005,          12,,         172,         409,         412,      15174,       1068,      13346,         760,,,,,,,,,,
Falls Church Police Dept,VA,12,      13517,          24,           1,,           4,           9,          10,         228,          14,         206,           8,         177.6,           7.4,,          29.6,          66.6,          74.0,       1686.8,         103.6,       1524.0,          59.2
