Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2006

,,,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Accomack County Sheriff Office,VA,12,,          83,           5,           5,,          39,          34,         514,         120,         338,          56,,,,,,,,,,
Albemarle County Police Department,VA,12,,         146,           1,          29,,          42,          74,       2207,         354,       1741,         112,,,,,,,,,,
Alexandria Police Dept,VA,12,     136686,         449,           7,          27,,         206,         209,       3211,         383,       2453,         375,         328.5,           5.1,          19.8,,         150.7,         152.9,       2349.2,         280.2,       1794.6,         274.4
Amherst County Sheriff Office,VA,12,,          39,           0,          10,,           8,          21,         392,          60,         312,          20,,,,,,,,,,
Arlington County Police Department,VA,12,,         405,           4,          43,,         165,         193,       3983,         355,       3290,         338,,,,,,,,,,
Augusta County Sheriff Office,VA,12,,          55,           2,           7,,           9,          37,         743,         163,         538,          42,,,,,,,,,,
Bedford County Sheriff Office,VA,12,,          56,           1,          10,,           1,          44,         682,         138,         506,          38,,,,,,,,,,
Blacksburg Police Dept,VA,12,      39520,          75,           1,          17,,          10,          47,         642,         118,         484,          40,         189.8,           2.5,          43.0,,          25.3,         118.9,       1624.5,         298.6,       1224.7,         101.2
Botetourt County Sheriff Office,VA,12,,          16,           0,           0,,           0,          16,         376,          58,         298,          20,,,,,,,,,,
Bristol Police Dept,VA,12,      17508,          97,           3,           9,,          16,          69,         803,         122,         632,          49,         554.0,          17.1,          51.4,,          91.4,         394.1,       4586.5,         696.8,       3609.8,         279.9
Campbell County Sheriff Office,VA,12,,          74,           4,          10,,          11,          49,         783,         180,         558,          45,,,,,,,,,,
Caroline County Sheriff Office,VA,12,,          77,           4,           6,,          10,          57,         460,          72,         382,           6,,,,,,,,,,
Carroll County Sheriff Office,VA,12,,          45,           1,           3,,           3,          38,         385,         117,         220,          48,,,,,,,,,,
Charlottesville Police Dept,VA,12,      40840,         328,           3,          32,,          77,         216,       2183,         317,       1682,         184,         803.1,           7.3,          78.4,,         188.5,         528.9,       5345.2,         776.2,       4118.5,         450.5
Chesapeake Police Dept,VA,12,     221150,         966,           7,          60,,         278,         621,       6893,       1345,       5090,         458,         436.8,           3.2,          27.1,,         125.7,         280.8,       3116.9,         608.2,       2301.6,         207.1
Chesterfield County Police Department,VA,12,,         708,           6,          73,,         324,         305,       7108,       1400,       5286,         422,,,,,,,,,,
Christiansburg Police Dept,VA,12,      18105,          29,           0,           7,,           9,          13,         632,          98,         510,          24,         160.2,            .0,          38.7,,          49.7,          71.8,       3490.7,         541.3,       2816.9,         132.6
Colonial Heights Police Dept,VA,12,      17742,          31,           0,           1,,          21,           9,         732,          73,         626,          33,         174.7,            .0,           5.6,,         118.4,          50.7,       4125.8,         411.5,       3528.4,         186.0
Culpeper County Sheriff Office,VA,12,,          25,           0,           1,,           2,          22,         204,          33,         159,          12,,,,,,,,,,
Culpeper Town Police Dept,VA,12,      12167,          68,           1,           8,,          17,          42,         458,          47,         392,          19,         558.9,           8.2,          65.8,,         139.7,         345.2,       3764.3,         386.3,       3221.8,         156.2
Danville Police Dept,VA,12,      46603,         189,           3,           5,,          73,         108,       2124,         427,       1587,         110,         405.6,           6.4,          10.7,,         156.6,         231.7,       4557.6,         916.3,       3405.4,         236.0
Dinwiddie County Sheriff Department,VA,12,,          48,           3,           1,,          13,          31,         372,          75,         249,          48,,,,,,,,,,
Fairfax (City) Police Dept,VA,12,      22182,          31,           1,           3,,          16,          11,         363,          31,         301,          31,         139.8,           4.5,          13.5,,          72.1,          49.6,       1636.5,         139.8,       1357.0,         139.8
Fairfax County Police Department,VA,12,,         764,          14,          54,,         418,         278,      15317,       1488,      12421,       1408,,,,,,,,,,
Falls Church Police Dept,VA,12,      10888,          21,           0,           2,,           8,          11,         287,          26,         239,          22,         192.9,            .0,          18.4,,          73.5,         101.0,       2635.9,         238.8,       2195.1,         202.1
Fauquier County Sheriff Office,VA,12,,          81,           2,           3,,           9,          67,         702,         103,         558,          41,,,,,,,,,,
Fluvanna County Sheriff Department,VA,12,,          27,           0,           3,,           4,          20,         175,          33,         125,          17,,,,,,,,,,
Franklin County Sheriff Office,VA,12,,          35,           2,           8,,           2,          23,         537,          79,         405,          53,,,,,,,,,,
Frederick County Sheriff Office,VA,12,,         106,           6,          29,,          21,          50,       1419,         330,         948,         141,,,,,,,,,,
Fredericksburg Police Dept,VA,12,      20939,         106,           1,          15,,          29,          61,         943,          71,         797,          75,         506.2,           4.8,          71.6,,         138.5,         291.3,       4503.6,         339.1,       3806.3,         358.2
Front Royal Police Dept,VA,12,      14644,          31,           0,           6,,          12,          13,         444,          35,         372,          37,         211.7,            .0,          41.0,,          81.9,          88.8,       3032.0,         239.0,       2540.3,         252.7
Gloucester County Sheriff Office,VA,12,,          17,           0,           5,,           2,          10,         477,          50,         401,          26,,,,,,,,,,
Halifax County Sheriff Department,VA,12,,          18,           1,           1,,           4,          12,         261,          66,         166,          29,,,,,,,,,,
Hampton Police Dept,VA,12,     147030,         571,          11,          53,,         269,         238,       4869,         767,       3602,         500,         388.4,           7.5,          36.0,,         183.0,         161.9,       3311.6,         521.7,       2449.8,         340.1
Hanover,VA,12,,          58,           3,           0,,          22,          33,       1008,          84,         888,          36,,,,,,,,,,
Harrisonburg Police Dept,VA,12,      40841,         130,           4,          16,,          28,          82,       1265,         256,         927,          82,         318.3,           9.8,          39.2,,          68.6,         200.8,       3097.4,         626.8,       2269.8,         200.8
Henrico County Police Dept,VA,12,,         579,           9,          41,,         303,         226,       8601,       1431,       6597,         573,,,,,,,,,,
Henry County Sheriff Office,VA,12,,         157,           8,          12,,          32,         105,       1195,         308,         813,          74,,,,,,,,,,
Herndon Police Dept,VA,12,      22184,          86,           1,           7,,          24,          54,         489,          44,         422,          23,         387.7,           4.5,          31.6,,         108.2,         243.4,       2204.3,         198.3,       1902.3,         103.7
Hopewell Police Dept,VA,12,      22916,         149,           1,          13,,          50,          85,       1012,         178,         712,         122,         650.2,           4.4,          56.7,,         218.2,         370.9,       4416.1,         776.7,       3107.0,         532.4
James City County Police Department,VA,12,,          63,           1,           8,,          20,          34,         911,         148,         706,          57,,,,,,,,,,
King George County Sheriff Office,VA,12,,          21,           0,           5,,           1,          15,         449,         111,         313,          25,,,,,,,,,,
Leesburg Police Dept,VA,12,      36630,          73,           0,          12,,          19,          42,         786,          67,         669,          50,         199.3,            .0,          32.8,,          51.9,         114.7,       2145.8,         182.9,       1826.4,         136.5
Loudoun County Sheriff Office,VA,12,,         174,           2,          26,,          44,         102,       2960,         307,       2437,         216,,,,,,,,,,
Louisa County Sheriff Office,VA,12,,          24,           1,           9,,           4,          10,         440,          81,         338,          21,,,,,,,,,,
Lynchburg Police Dept,VA,12,      67640,         340,           2,          34,,          91,         213,       2409,         444,       1801,         164,         502.7,           3.0,          50.3,,         134.5,         314.9,       3561.5,         656.4,       2662.6,         242.5
Manassas Police Dept,VA,12,      37943,         198,           2,          16,,          73,         107,       1207,         160,         927,         120,         521.8,           5.3,          42.2,,         192.4,         282.0,       3181.1,         421.7,       2443.1,         316.3
Manassas Park Police Dept,VA,12,      11738,          38,           0,           6,,           8,          24,         333,          34,         253,          46,         323.7,            .0,          51.1,,          68.2,         204.5,       2836.9,         289.7,       2155.4,         391.9
Martinsville Police Dept,VA,12,      15074,          47,           0,           5,,          12,          30,         538,          72,         428,          38,         311.8,            .0,          33.2,,          79.6,         199.0,       3569.1,         477.6,       2839.3,         252.1
Montgomery County Sheriff Office,VA,12,,          55,           1,           6,,           5,          43,         579,         164,         365,          50,,,,,,,,,,
Newport News Police Dept,VA,12,     181692,       1431,          19,         114,,         473,         825,       7599,       1661,       5180,         758,         787.6,          10.5,          62.7,,         260.3,         454.1,       4182.4,         914.2,       2851.0,         417.2
Norfolk Police Dept,VA,12,     234266,       1856,          28,         105,,         949,         774,      11832,       1659,       9131,       1042,         792.3,          12.0,          44.8,,         405.1,         330.4,       5050.7,         708.2,       3897.7,         444.8
Orange County Sheriff Office,VA,12,,          25,           2,           6,,           2,          15,         233,          50,         170,          13,,,,,,,,,,
Petersburg Police Dept,VA,12,      32929,         442,           8,          31,,         170,         233,       2026,         536,       1276,         214,       1342.3,          24.3,          94.1,,         516.3,         707.6,       6152.6,       1627.7,       3875.0,         649.9
Pittsylvania County Sheriff Office,VA,12,,          65,           1,          12,,          11,          41,         521,         207,         274,          40,,,,,,,,,,
Poquoson Police Dept,VA,12,      11929,          15,           0,           0,,           1,          14,         135,          24,         107,           4,         125.7,            .0,            .0,,           8.4,         117.4,       1131.7,         201.2,         897.0,          33.5
