Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/

Crime in 2003

,,,,Number of offenses reported,,,,,,,,,,"Crime rate per 100,000 population",,,,,,,,,,,
,,,,Violent crime,,,,,,Property crime,,,,Violent crime,,,,,,Property crime,,,,,

Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Legacy rape rate /1,Revised rape rate /2,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,
Accomack County Sheriff Office,VA,12,,          56,           1,          12,,          20,          23,         416,          89,         282,          45,,,,,,,,,,
Albemarle County Police Department,VA,12,,         131,           5,          35,,          18,          73,       1790,         248,       1454,          88,,,,,,,,,,
Alexandria Police Dept,VA,12,     132468,         406,           3,          25,,         169,         209,       4306,         429,       3264,         613,         306.5,           2.3,          18.9,,         127.6,         157.8,       3250.6,         323.9,       2464.0,         462.8
Amherst County Sheriff Office,VA,12,,          23,           1,           8,,           5,           9,         339,          54,         255,          30,,,,,,,,,,
Arlington County Police Department,VA,12,,         440,           3,          29,,         206,         202,       4793,         361,       3839,         593,,,,,,,,,,
Augusta County Sheriff Office,VA,12,,          59,           3,          16,,           4,          36,         895,         165,         678,          52,,,,,,,,,,
Bedford County Sheriff Office,VA,12,,          49,           0,           8,,           3,          38,         698,         118,         531,          49,,,,,,,,,,
Blacksburg Police Dept,VA,12,      40618,          61,           0,           7,,           7,          47,         716,         106,         578,          32,         150.2,            .0,          17.2,,          17.2,         115.7,       1762.8,         261.0,       1423.0,          78.8
Botetourt County Sheriff Office,VA,12,,          35,           2,           8,,           2,          23,         323,          55,         253,          15,,,,,,,,,,
Bristol Police Dept,VA,12,      17336,          89,           0,           4,,           4,          81,         654,          84,         547,          23,         513.4,            .0,          23.1,,          23.1,         467.2,       3772.5,         484.5,       3155.3,         132.7
Campbell County Sheriff Office,VA,12,,          69,           0,           9,,           7,          53,         557,         100,         429,          28,,,,,,,,,,
Caroline County Sheriff Office,VA,10,,          98,           3,           6,,           6,          83,         163,          44,         107,          12,,,,,,,,,,
Carroll County Sheriff Office,VA,12,,          46,           1,           2,,           3,          40,         412,         146,         230,          36,,,,,,,,,,
Charlottesville Police Dept,VA,12,      44391,         305,           1,          22,,          71,         211,       1576,         195,       1233,         148,         687.1,           2.3,          49.6,,         159.9,         475.3,       3550.3,         439.3,       2777.6,         333.4
Chesapeake Police Dept,VA,12,     209294,       1255,           5,          70,,         307,         873,       6582,       1242,       4744,         596,         599.6,           2.4,          33.4,,         146.7,         417.1,       3144.9,         593.4,       2266.7,         284.8
Chesterfield County Police Department,VA,12,,         543,          14,          54,,         192,         283,       7656,       1354,       5855,         447,,,,,,,,,,
Christiansburg Police Dept,VA,12,      17768,          16,           0,           2,,           6,           8,         524,          61,         435,          28,          90.0,            .0,          11.3,,          33.8,          45.0,       2949.1,         343.3,       2448.2,         157.6
Colonial Heights Police Dept,VA,12,      17280,          51,           1,           4,,          18,          28,         850,          78,         745,          27,         295.1,           5.8,          23.1,,         104.2,         162.0,       4919.0,         451.4,       4311.3,         156.3
Culpeper County Sheriff Office,VA,12,,          28,           1,           3,,           1,          23,         215,          33,         168,          14,,,,,,,,,,
Culpeper Town Police Dept,VA,12,      10267,          37,           1,           6,,           7,          23,         298,          21,         264,          13,         360.4,           9.7,          58.4,,          68.2,         224.0,       2902.5,         204.5,       2571.3,         126.6
Danville Police Dept,VA,12,      48202,         295,           5,          20,,          77,         193,       2229,         314,       1777,         138,         612.0,          10.4,          41.5,,         159.7,         400.4,       4624.3,         651.4,       3686.6,         286.3
Dinwiddie County Sheriff Department,VA,12,,          19,           2,           5,,           3,           9,         625,          67,         536,          22,,,,,,,,,,
Fairfax (City) Police Dept,VA,1,      22336,           6,           0,           0,,           4,           2,          60,           4,          52,           4,,,,,,,,,,
Fairfax County Police Department,VA,12,,         648,           6,          55,,         352,         235,      16672,         453,      14763,       1456,,,,,,,,,,
Falls Church Police Dept,VA,12,      10795,          13,           0,           1,,           4,           8,         350,          38,         270,          42,         120.4,            .0,           9.3,,          37.1,          74.1,       3242.2,         352.0,       2501.2,         389.1
Fauquier County Sheriff Office,VA,12,,          76,           1,          12,,          12,          51,         669,         109,         515,          45,,,,,,,,,,
Fluvanna County Sheriff Department,VA,12,,          26,           0,           8,,           3,          15,         206,          36,         156,          14,,,,,,,,,,
Franklin County Sheriff Office,VA,12,,          57,           1,          12,,           9,          35,         502,          79,         373,          50,,,,,,,,,,
Frederick County Sheriff Office,VA,12,,          72,           2,          10,,          15,          45,       1320,         247,         996,          77,,,,,,,,,,
Fredericksburg Police Dept,VA,12,      20331,          81,           0,           7,,          29,          45,       1072,          95,         897,          80,         398.4,            .0,          34.4,,         142.6,         221.3,       5272.7,         467.3,       4412.0,         393.5
Front Royal Police Dept,VA,12,      14071,          33,           0,           6,,          12,          15,         518,          46,         441,          31,         234.5,            .0,          42.6,,          85.3,         106.6,       3681.3,         326.9,       3134.1,         220.3
Gloucester County Sheriff Office,VA,12,,          38,           1,           8,,           1,          28,         476,          36,         418,          22,,,,,,,,,,
Halifax County Sheriff Department,VA,12,,          32,           4,           5,,           7,          16,         375,          97,         264,          14,,,,,,,,,,
Hampton Police Dept,VA,12,     147777,         601,          10,          58,,         246,         287,       5125,         897,       3668,         560,         406.7,           6.8,          39.2,,         166.5,         194.2,       3468.1,         607.0,       2482.1,         378.9
Hanover,VA,12,,          47,           1,           6,,          13,          27,       1105,          88,         937,          80,,,,,,,,,,
Harrisonburg Police Dept,VA,12,      41429,         106,           0,          13,,          23,          70,       1182,         183,         929,          70,         255.9,            .0,          31.4,,          55.5,         169.0,       2853.1,         441.7,       2242.4,         169.0
Henrico County Police Dept,VA,12,,         643,          21,          31,,         326,         265,      10402,       1542,       8123,         737,,,,,,,,,,
Henry County Sheriff Office,VA,12,,         219,           5,          21,,          37,         156,       1545,         334,       1113,          98,,,,,,,,,,
Herndon Police Dept,VA,12,      22280,          51,           0,           3,,          14,          34,         561,          31,         494,          36,         228.9,            .0,          13.5,,          62.8,         152.6,       2518.0,         139.1,       2217.2,         161.6
Hopewell Police Dept,VA,12,      22812,         150,           2,          16,,          32,         100,       1120,         321,         709,          90,         657.5,           8.8,          70.1,,         140.3,         438.4,       4909.7,       1407.2,       3108.0,         394.5
James City County Police Department,VA,12,,          77,           1,          18,,          19,          39,         964,         141,         745,          78,,,,,,,,,,
King George County Sheriff Office,VA,12,,          33,           1,           4,,           3,          25,         319,          33,         262,          24,,,,,,,,,,
Leesburg Police Dept,VA,12,      31986,         105,           1,          15,,          16,          73,         926,          79,         784,          63,         328.3,           3.1,          46.9,,          50.0,         228.2,       2895.0,         247.0,       2451.1,         197.0
Loudoun County Sheriff Office,VA,12,,         216,           0,          23,,          39,         154,       3069,         335,       2551,         183,,,,,,,,,,
Louisa County Sheriff Office,VA,12,,          28,           1,           6,,           5,          16,         294,          48,         233,          13,,,,,,,,,,
Lynchburg Police Dept,VA,12,      65438,         269,           6,          27,,          72,         164,       2402,         414,       1826,         162,         411.1,           9.2,          41.3,,         110.0,         250.6,       3670.7,         632.7,       2790.4,         247.6
Manassas Police Dept,VA,12,      37762,         140,           4,          20,,          28,          88,       1165,         120,         911,         134,         370.7,          10.6,          53.0,,          74.1,         233.0,       3085.1,         317.8,       2412.5,         354.9
Manassas Park Police Dept,VA,12,      11048,          20,           1,           1,,           3,          15,         248,          17,         185,          46,         181.0,           9.1,           9.1,,          27.2,         135.8,       2244.8,         153.9,       1674.5,         416.4
Martinsville Police Dept,VA,12,      15457,          58,           0,           6,,          14,          38,         624,         119,         477,          28,         375.2,            .0,          38.8,,          90.6,         245.8,       4037.0,         769.9,       3086.0,         181.1
Montgomery County Sheriff Office,VA,12,,          32,           0,           8,,           3,          21,         542,         152,         350,          40,,,,,,,,,,
Newport News Police Dept,VA,12,     182565,       1256,          27,          97,,         389,         743,       7328,         841,       5505,         982,         688.0,          14.8,          53.1,,         213.1,         407.0,       4013.9,         460.7,       3015.4,         537.9
Norfolk Police Dept,VA,12,     242077,       1379,          40,          85,,         716,         538,      13878,       1785,      10654,       1439,         569.7,          16.5,          35.1,,         295.8,         222.2,       5732.9,         737.4,       4401.1,         594.4
Orange County Sheriff Office,VA,12,,          13,           0,           0,,           3,          10,         176,          41,         111,          24,,,,,,,,,,
Petersburg Police Dept,VA,12,      33536,         336,          10,          26,,         120,         180,       2393,         630,       1543,         220,       1001.9,          29.8,          77.5,,         357.8,         536.7,       7135.6,       1878.6,       4601.0,         656.0
Pittsylvania County Sheriff Office,VA,12,,          77,           3,          13,,           9,          52,         393,         185,         175,          33,,,,,,,,,,
Poquoson Police Dept,VA,12,      11835,           3,           0,           0,,           0,           3,         182,          21,         155,           6,          25.3,            .0,            .0,,            .0,          25.3,       1537.8,         177.4,       1309.7,          50.7
Portsmouth Police Dept,VA,12,     101060,         902,          18,          43,,         403,         438,       5015,       1181,       3334,         500,         892.5,          17.8,          42.5,,         398.8,         433.4,       4962.4,       1168.6,       3299.0,         494.8
Powhatan County Sheriff Office,VA,12,,           9,           0,           1,,           3,           5,         219,          40,         158,          21,,,,,,,,,,
Prince George County Police Department,VA,12,,          43,           1,           6,,          14,          22,         472,          68,         386,          18,,,,,,,,,,
Prince William County Police Department,VA,12,,         538,           9,          31,,         196,         302,       7248,         967,       5502,         779,,,,,,,,,,
Richmond (City) Bureau Of Police,VA,12,     199968,       2484,          92,         102,,       1179,       1111,      12893,       2819,       7359,       2715,       1242.2,          46.0,          51.0,,         589.6,         555.6,       6447.5,       1409.7,       3680.1,       1357.7
Roanoke (City) Police Dept,VA,12,      95067,         582,           8,          39,,         132,         403,       5011,         638,       3991,         382,         612.2,           8.4,          41.0,,         138.8,         423.9,       5271.0,         671.1,       4198.1,         401.8
Roanoke County Police Department,VA,12,,         201,           1,          13,,          16,         171,       1236,         247,         892,          97,,,,,,,,,,
Rockingham County Sheriff Department,VA,12,,          31,           0,          15,,           1,          15,         354,         126,         209,          19,,,,,,,,,,
Salem Police Dept,VA,12,      25152,          33,           1,           5,,          10,          17,         671,          66,         568,          37,         131.2,           4.0,          19.9,,          39.8,          67.6,       2667.8,         262.4,       2258.3,         147.1
Shenandoah,VA,12,,          15,           0,           1,,           0,          14,         209,          65,         129,          15,,,,,,,,,,
Spotsylvania County Sheriff Office,VA,12,,         168,           3,          20,,          23,         122,       1964,         203,       1675,          86,,,,,,,,,,
Stafford County Sheriff Office,VA,12,,         135,           6,          29,,          28,          72,       1723,         206,       1370,         147,,,,,,,,,,
Staunton Police Dept,VA,12,      23936,          46,           1,           7,,           7,          31,         856,          81,         721,          54,         192.2,           4.2,          29.2,,          29.2,         129.5,       3576.2,         338.4,       3012.2,         225.6
Suffolk Police Dept,VA,12,      70856,         400,           2,          39,,         110,         249,       2542,         408,       1974,         160,         564.5,           2.8,          55.0,,         155.2,         351.4,       3587.6,         575.8,       2785.9,         225.8
Tazewell County Sheriff Office,VA,12,,          51,           2,           9,,           4,          36,         678,         203,         434,          41,,,,,,,,,,
Virginia Beach Police Dept,VA,12,     439454,         932,          24,         121,,         409,         378,      14594,       2140,      11647,         807,         212.1,           5.5,          27.5,,          93.1,          86.0,       3320.9,         487.0,       2650.3,         183.6
Washington County Sheriff Office,VA,12,,          57,           2,          14,,           1,          40,         940,         149,         737,          54,,,,,,,,,,
Waynesboro Police Dept,VA,12,      20390,          98,           2,           2,,           7,          87,         661,          70,         553,          38,         480.6,           9.8,           9.8,,          34.3,         426.7,       3241.8,         343.3,       2712.1,         186.4
