location_id,location_type,location_name,lat,long
277,theater,Parthenon Concert Hall,39.0067349,-77.1835556
278,theater,Mead Theatre Lab,38.8980494,-77.024906
279,theater,Upton Hill Regional Park Amphitheatre,38.8709443,-77.142336
280,theater,Sun Music Hall,36.9098059,-80.3199237
281,theater,Lawn Theater,39.1669758,-77.2064199
282,theater,Bowie Center for the Performing Arts,38.9779629,-76.7424236
283,theater,Shakspeare Theatre Company - Sydney Harmon Hall,38.8971394,-77.0204359
284,theater,Alden Theatre,38.9408471,-77.1839733
285,theater,Dallas L Peck Memorial Auditorium,38.9476208,-77.3678558
286,theater,Amphitheater,39.2566029,-77.2873901
287,theater,Colony Theatre,38.808423,-82.2048333
288,theater,Appomattox Courthouse Theatre,37.3555315,-78.8297705
289,theater,Concert Pavilion,39.1403019,-77.1934408
290,theater,Keith Albee,38.4208538,-82.442896
291,theater,Paramount Arts Center,38.4801042,-82.6428993
292,theater,Barter Theatre Stage II,36.7104499,-81.9735923
293,theater,Armstrong Concert Hall,39.1668863,-78.158206
294,theater,Carter Barron Amphitheatre,38.9502918,-77.0417345
295,theater,PEPCO Community Stage,39.1450158,-77.2077411
296,theater,Shenanigans Theatre,37.2356893,-76.6489504
297,theater,Staunton Performing Arts Center,38.1497594,-79.0708948
298,theater,Court Square Theater,38.449992,-78.8701892
299,theater,Old Brick Playhouse,38.9257618,-79.8496511
300,theater,American Mountain Theatre,38.925856,-79.851801
301,theater,Poor Farm Amphitheater,37.781591,-77.5433317
302,theater,The Jefferson Theatre,38.0305939,-78.4812538
303,theater,Harborplace Amphetheatre,39.2858577,-76.6118743
304,theater,Peak View Stage,38.5957152,-78.3810405
305,theater,Amphitheater,38.5901656,-78.3840499
306,theater,Amphitheatre,38.9638727,-77.7341754
307,theater,Park Avenue Theatre,36.934128,-82.6289254
308,theater,HATtheatre,37.5994417,-77.6233004
309,theater,Colonial Theatre,36.7247209,-78.1301129
310,theater,NextStop Theatre,38.9563566,-77.375205
311,theater,Reston Community Players at RCC Center Stage,38.9366436,-77.3608085
312,theater,Walker Theatre,38.3479828,-81.628811
313,theater,Main Gate Movies,36.9412031,-76.3072386
314,theater,Ampitheatre,37.2280387,-76.7905269
315,theater,Dojo Comedy Club,38.9331082,-77.0236143
316,theater,Live Arts Theatre,38.0299349,-78.4811773
317,theater,Reston Community Players - Rehearsal Hall,38.9568691,-77.3736223
318,theater,The Garage,38.0319734,-78.481041
319,theater,Childrens Theater,39.0286301,-76.4296355
320,theater,Actors Guild,39.2672554,-81.5573997
321,theater,CBN News,38.9058389,-77.0443547
322,theater,Wolfbane Performing Arts Center,37.322466,-78.857996
323,theater,Amphitheatre,38.9358459,-80.8337016
324,theater,Concert Hall,39.0318962,-77.1029647
325,theater,Dorothy M. and Maurice C. Shapiro Music Room,39.0313941,-77.1044319
326,theater,Drafthouse Comedy,38.9039224,-77.0300911
327,theater,Lively Amphitheater,37.9730644,-81.1484314
328,theater,Mercury Theater,39.3105426,-76.6163878
329,theater,Craighill S Burks Theater,38.9237132,-77.1861414
330,theater,The Estates at Horsepen Amphitheater,37.5970116,-77.5195406
331,theater,End Station Theatre Company,37.4139497,-79.1390938
332,theater,Funny Bones Comedy Club,36.8424823,-76.1345999
333,theater,The Anthem,38.880024,-77.0260142
334,theater,Synetic Theater,38.856916,-77.0512468
335,theater,Union Stage,38.8787165,-77.0240633
336,theater,Klein Theatre,38.3049984,-77.4773926
337,theater,Stone Ridge Amphitheater,38.9368814,-77.5477236
338,theater,Amphitheater,36.8914669,-76.4430344
339,theater,Southwood Stage,39.2394231,-81.5509916
340,theater,Vern Riffe Center for the Arts,38.7318929,-82.9942101
341,theater,Greenberg Theatre,38.9435748,-77.0776239
342,theater,Wilson Hall,38.4380015,-78.8731188
343,theater,Beacon Theatre,37.3049373,-77.2872528
344,theater,Benjack Studio Theater,36.8507226,-76.2902509
345,theater,Greenbelt Arts Center,39.001763,-76.8764716
346,theater,Huntington Dance Theatre,38.4200454,-82.4453175
347,theater,Huntington Dance Theatre,38.420467,-82.4451314
348,theater,Black Box Theater,38.9968287,-77.0272571
349,art,Springbank Arts Building,38.7734161,-77.0713533
350,art,Fondo del Sol Visual Arts Center,38.9126115,-77.0471993
351,art,Theodore Hagans Cultural Center,38.9242,-76.9582
352,art,Peabody Conservatory of the Johns Hopkins University,38.9130027,-77.0369136
353,art,Pope John Paul II Cultural Center,38.9376111,-77.002754
354,art,Inter-American Development Bank Cultural Center,38.8996815,-77.030055
355,art,Martin Luther King Junior Communications Arts Center,39.0177778,-76.7619444
356,art,Rufus M and Loraine Hall Todd Performing Arts Center,38.9533333,-76.0833333
357,art,Upton Cultural Center,39.3017736,-76.629968
358,art,Montpelier Cultural Arts Center,39.0648313,-76.8427502
359,art,Larrabee Arts Center,39.2163889,-76.0691667
360,art,Dorchester Arts Center,38.5728965,-76.075218
361,art,Charleston Art Gallery,38.3445417,-81.642068
362,art,Mountain Arts Center,37.6563056,-82.792944
363,art,Kentucky Folk Art Center,38.1816667,-83.4330556
364,art,Deihn Fine and Performing Arts Center,36.8872222,-76.3077778
365,art,Performing Arts Center,38.0393728,-78.5041926
366,art,Fine Arts Center for the New River Valley,37.0476204,-80.7803491
367,art,Roanoke Fine Arts Center,37.2465265,-79.9508706
368,art,Augusta Art Center,38.1581869,-79.0780851
369,art,Fine Arts Center,37.4159755,-79.1730804
370,art,Bertie Murphy Deming Fine Arts Center,38.155,-79.0688889
371,art,Byars Hall Visual and Performing Arts Center,36.7733333,-81.83
372,art,Dillard Fine Arts Center,37.3972222,-79.1827778
373,art,Fine and Performing Arts Center,38.8817444,-82.3801542
374,art,Reston Orchestra,38.9363949,-77.3608972
375,art,Washington Ballet,38.936967,-77.073074
376,art,L'Eclat de Verre,38.9049188,-77.0669274
377,art,Alla Rogers,38.904545,-77.0615423
378,art,Winter Palace Studio,38.9045637,-77.0615651
379,art,Cross MacKenzie Gallery,38.904603,-77.0616031
380,art,Moca DC,38.9046095,-77.061701
381,art,Parish Gallery,38.9045533,-77.0617716
382,art,Joy of Motion Dance Center,38.9000102,-76.9876664
383,art,Ashbrook Communtiy Center,37.3986238,-77.6844546
384,art,Goethe-Institut,38.9005791,-77.0222029
385,art,Artisphere,38.8951919,-77.0697944
386,art,Barron and Ellin Gordon Art Galleries,36.8852403,-76.3005659
387,art,The Foundation Event Facility,36.5948421,-82.184315
388,art,Paramount Center for the Arts,36.5947756,-82.1826275
389,art,Arts Depot,36.7076057,-81.9811489
390,art,Smithsonian Institute Donald W. Reynolds Center for American Art and Portraiture,38.8982122,-77.0229669
391,art,Goochland Art Center,37.6994264,-77.8894955
