name,@lat,@lon
Artifact Coffee,39.3324180,-76.6414310
Blümen Cafe,38.8899625,-77.0901606
CoworkCafe,38.8895471,-77.0911862
Kung Fu Tea,38.8875449,-77.0946922
Garden Cafe,37.6204411,-77.4706932
Starbucks Coffee,38.8964040,-77.0308955
Au Bon Pain,38.8940797,-77.0310885
Starbucks,38.1269882,-78.4439922
Dunkin' Donuts,39.6098168,-75.7090905
Dunkin' Donuts,37.2350460,-79.9698189
Gelato,37.2255338,-79.9978454
Starbucks,38.9383223,-77.3301623
Shark Mountain Coffee,38.0529698,-78.5114529
Starbucks,37.1632803,-80.4226914
Mill Mountain Coffee,37.2286709,-79.9814059
Starbucks,38.9781606,-76.4921583
Starbucks,38.8761228,-77.0036151
Starbucks,38.9157858,-77.4876739
Starbucks,38.9683807,-76.9554234
THB Bagels & Deli,39.2759537,-76.5690395
White Hawk Music Cafe,37.6992163,-77.8892032
Cheddar's Casual Cafe,38.4836351,-82.6507365
Blue Bridge Cafe,38.5337167,-82.6850082
Tacos Locos,37.3771220,-79.1849501
Starbucks,39.5467500,-76.3153340
City Place Cafe,38.9042416,-77.0382256
Bloop,38.0016484,-78.4962864
Thousand Hills Coffee Company,37.4165191,-79.9125610
Charmed Kitchen,39.2895813,-76.5871455
Pronto,37.7844958,-79.4423716
Starbucks,36.8973687,-76.2031452
Starbucks,36.8981340,-76.2039990
Love & Faith Cafe,38.9211253,-77.0321320
Stupid Delicious,39.2847202,-76.5924604
WAPA cafe,38.9658770,-77.0278513
Starbucks Coffee,38.9197858,-77.0217179
Starbucks,39.2712559,-76.6012512
Harrar Coffee and Roastery,38.9272677,-77.0232372
Peet's Coffee,38.8958530,-77.0266690
Zeke's Sport Cafe,38.9832510,-77.0261210
Peet's Coffee & Tea (#614),38.9863696,-77.5369303
An Uncommon Cafe,38.8981607,-77.0429955
Au Bon Pain,38.9001750,-77.0458170
South Block,38.8985413,-77.0503550
The Perfect Pita,38.9003327,-77.0455179
Devon & Blakely,38.9015632,-77.0499467
GW Delicatessen,38.8985601,-77.0483091
Gallery Cafe,38.8979749,-77.0503969
Paul Bakery,38.9002521,-77.0451546
Uptowner Cafe,38.8987120,-77.0458775
Amorini Panini,38.9005007,-77.0415017
Wicked Waffle,38.9011749,-77.0403456
Washington Deli,38.9015819,-77.0446975
Bourbon Coffee,38.9039335,-77.0469691
Cafe Istanbul,38.9039735,-77.0451283
Capriotti's Sandwich Shop,38.9053471,-77.0419095
Chop't Creative Salad Company,38.8989205,-77.0404929
Poppabox,38.9011806,-77.0447352
Snap Crepes & Bubble Tea,38.9043791,-77.0602712
Amen Coffee and Juice,38.9361793,-77.0240706
Starbucks,38.3020037,-76.5173436
Starbucks Coffee,38.9355078,-76.9982616
Blue Bottle Coffee,38.9081158,-77.0001309
Dolcezza,38.9095019,-77.0322150
Bourbon Coffee,38.8974711,-77.0705126
The ARTisan Cafe,37.5509560,-77.5726318
Daily Grind Coffee House Creamery,37.5492413,-77.5715869
Les Crepes,37.5485837,-77.5719610
Malmaison,38.9040985,-77.0682131
Duck Donuts,37.5813484,-77.4980367
Starbucks,37.5831063,-77.4966500
Tropical Smoothie Cafe,37.5812464,-77.4978596
Dunkin' Donuts,39.5114328,-76.6423149
La Cakerie,39.4014452,-76.6031972
Kung Fu Tea,39.4007456,-76.6021365
Starbucks,39.3866180,-76.5762584
Starbucks,39.3678441,-76.4498166
Cafe Euro,39.3718686,-76.5433949
Chatime,39.3707642,-76.4652686
Dunkin Donuts,39.2841557,-76.5060203
CaddyShack,39.2802441,-76.5025620
Fractured Prune,39.2461187,-76.6740756
Java Java Cafe,38.0300244,-78.4786900
Splendora's Gelato Cafe,38.0302870,-78.4795511
Starbucks,38.9885201,-76.9883840
Dunkin' Donuts,37.6509025,-77.4008380
Cafe Latte Da,39.2836913,-76.5929296
Patterson Perk,39.2859470,-76.5812930
Hunan Cafe,39.0086771,-77.5040965
Starbucks,37.6070492,-77.3561537
821 Cafe,37.5443974,-77.4527112
Cary Street Cafe,37.5510024,-77.4750746
Sugar & Twine,37.5524861,-77.4784284
Capital One Café,37.5523383,-77.4787516
Dunkin' Donuts,37.5557440,-77.4858236
The Skinny Dip,36.8488276,-76.0262130
Lexington Coffee Shop,37.7853117,-79.4421402
Starbucks,37.5013181,-77.5286418
Starbucks,37.6326339,-77.5091929
Starbucks,37.5246301,-77.6059513
Starbucks,37.6054744,-77.5918575
Starbucks,37.5047355,-77.6641433
Starbucks,37.5135437,-77.6945550
Tropical Smoothie Cafe,37.5132937,-77.6937530
South Block,38.8859223,-77.1616491
Cafein,38.8966465,-77.4243001
Zeus Gallery Cafe,37.5566641,-77.4777812
Dunkin' Donuts,39.1130888,-76.9336041
Starbucks,37.6413980,-77.5710552
Hogshead Cafe,37.6394597,-77.5587341
Greenberry's Coffee & Tea Co,38.0514657,-78.5018524
SweetFrog,38.0544085,-78.4997841
Dunkin' Donuts,37.6154772,-77.4983731
Starbucks,37.5902391,-77.5325705
Starbucks,37.5373790,-77.5253230
Starbucks,36.6318617,-82.1231590
Bell Cafe,37.6357346,-77.3576436
Starbucks,38.4858968,-77.9687159
J&D's Cafe,37.6419639,-77.4964332
Dunkin' Donuts,38.0662956,-78.8776746
Baine’s Coffee and Books,37.8000322,-78.4957278
Starbucks,36.9775592,-77.3952422
Dunkin' Donuts,37.1950726,-77.3762378
Yankee Coffee Shop,37.1971160,-77.3762442
The Rinkeydink Cafe,37.1969165,-77.3769653
Tropical Smoothie Cafe,36.7551452,-76.0645718
Starbucks,36.6861032,-76.2243618
Winston's Cafe,36.7755289,-76.2308380
Starbucks,36.7751479,-76.2309660
,38.9816509,-76.4913076
Starbucks,36.7458045,-76.5836536
,38.7789918,-77.1758004
Cafe Mosaic,37.5684877,-77.5373143
Dunkin Donuts,37.4502518,-77.6488890
Sweet Shop Donuts Cafe,37.5161164,-77.7911029
The Philly Cafe,36.8646682,-76.4146847
Internet Cafe,36.8197830,-76.2259692
Pete's Coffee & Tea,38.7480613,-77.0827803
Paul,38.8971642,-77.0289564
Starbucks,37.6563561,-77.6191549
Nordstrom eBar,37.6551686,-77.6187412
a Deli DC,38.9080903,-77.0036534
Slipstream,38.9083580,-77.0316960
Dunkin' Donuts,39.4972684,-76.2321458
Smoothie King,38.6746480,-77.3355244
Starbucks,38.6797420,-77.3624485
Tropical Smoothie Cafe,38.6803902,-77.3641953
Starbucks,36.9431357,-76.3102097
Dunkin' Donuts,39.3379564,-76.6353833
Dunkin' Donuts,39.3445105,-76.6403893
Blind Dog,38.9193192,-77.0251427
Sweet Leaf Community Cafe,38.8790313,-77.1078631
The Evergreen,39.3445015,-76.6311366
Roland Park Bagel Company,39.3446386,-76.6311576
Peet's Coffee and Tea,38.8576354,-77.3579884
Espressamente Illy,38.8480166,-77.0513720
Starbucks,38.8518822,-77.0413766
Dash Kitchen & Carry,37.5494124,-77.4523970
Starbucks,37.5540253,-77.4555213
To Go,38.8500760,-77.0413430
Starbucks Coffee,38.9172373,-77.0960547
Chad's BBQ,38.9280064,-76.5816114
Lift Coffee Shop,37.5471652,-77.4440683
Woody's Grill,37.2416664,-81.1050932
Starbucks,38.8295710,-77.3070326
Cartwheels and Coffee,37.5521171,-77.4773860
Olympia Cafe,38.9807184,-77.0711386
Starbucks,38.8343362,-77.4129831
Starbucks,38.8794368,-77.3964651
Starbucks,39.3758970,-77.4115710
Starbucks,38.9097949,-77.0331436
Le Pain Quotidien,38.9008692,-77.0397112
Starbucks,38.7799268,-77.2352338
Starbucks,38.8455232,-77.0680316
Garden Cafe,38.8971986,-77.0475703
Starbucks Coffee,36.9145088,-76.2706782
Peet's Coffee,38.8299262,-77.3058203
Dunkin' Donuts,38.9369271,-77.3630545
Starbucks,38.7790766,-77.1898478
Iceberry Frozen Yogurt,38.7795241,-77.1898128
Starbucks,39.2894460,-76.6207232
Starbucks,38.8941906,-77.0739669
Bagel Town Deli,39.0920261,-77.2033618
Green Grove Cafe,39.0943945,-77.2016099
Starbucks,38.8459236,-77.3034856
Starbucks,38.3331823,-81.6161880
Starbucks,38.8813614,-77.1113780
Dunkin' Donuts,38.8808473,-77.1112387
Starbucks,38.9454754,-77.4426662
Starbucks,38.9453371,-77.4463491
Starbucks,38.9455121,-77.4513162
Capitol Grounds,38.9486493,-77.4534739
Starbucks,38.9486385,-77.4500297
Dunkin' Donuts,38.9487244,-77.4458332
Luv 'n Berry,38.9487382,-77.4456385
Starbucks,38.9487452,-77.4425896
The Filling Station,39.5334088,-76.6466265
Capitol Roasters Cafe,38.3505903,-81.6355240
Inta Juice,38.3506487,-81.6354489
Dunkin' Donuts,39.2884333,-76.6134478
Little Bird Coffee Bar,39.3312305,-76.6339767
Casa Mia's,39.5259920,-76.6557100
Starbucks Coffee,36.8652563,-76.2123801
MP Island Cafe,36.8538628,-76.2015238
Starbucks Coffee,36.8990041,-76.2017474
Cup Love,39.2804723,-76.5744197
Barnes & Noble Cafe,38.8328782,-77.2351924
Euro Cafe,38.8343442,-77.2359490
Outtakes by Euro Cafe,38.8345816,-77.2360325
Euro Cafe,38.8404979,-77.1153413
Starbucks,39.2151770,-76.8620460
Borjo's Coffeehouse,36.8846973,-76.3000862
Kefa Cafe,38.9937515,-77.0260305
West Range Cafe,38.0343256,-78.5054782
Starbucks,37.5429874,-77.4369675
Richmond on Broad Cafe,37.5420975,-77.4356306
Starbucks,37.8030768,-81.1792770
Pacifica Cafe',39.1214491,-77.2336371
Bernie's Deli,38.8371466,-77.3123532
Mountain City Coffeehouse & Creamery,39.6567539,-78.9268171
Purple Fiddle,39.1483337,-79.4992082
Four Bros Frozen Yogurt,36.8456792,-75.9745243
Kohr Bros Ice Cream,36.8439611,-75.9740508
Kohr Bros Ice Cream,36.8464563,-75.9747222
SweetFrog,36.8465182,-75.9744027
Ray's Italian Ice,37.6482184,-77.6029468
Port City Java,38.8871990,-76.9959943
Bean Rush cafe,38.9907801,-76.5029112
Dunkin' Donuts,39.2373447,-76.7997737
Starbucks Coffee,38.8962866,-77.0118172
West Wing Cafe,38.8946573,-77.0113203
Hot Breads,39.1241049,-77.2344528
Tout de Sweet,38.9890859,-77.0960619
Buzz Bakery,38.8801218,-77.1080128
Carma's Cafe,39.3268123,-76.6162816
Alkimia,39.3290514,-76.6216658
Starbucks,38.9097721,-77.0468030
Dunkin' Donuts,38.9022397,-77.0401658
Au Bon Pain,37.2324996,-80.4255242
Sugar Shack Donuts,38.8138709,-77.0498466
Starbucks,38.8984352,-77.1189273
,38.8363926,-76.9877348
Starbucks Coffee,38.9645823,-77.1076827
M.E. Swing Coffee Co.,38.8208794,-77.0524996
Roxanne,38.9202559,-77.0420979
Sweet Stuff,38.9525293,-77.2252240
Bub and Pop's,38.9058235,-77.0425031
Greenhouse Coffee of Crozet,38.0705873,-78.7002402
Starbucks,38.9354523,-77.0731263
Timgad,38.8936200,-77.0294050
Starbucks,38.8836059,-76.9951972
Starbucks,39.2032793,-77.2485625
Caribou Coffee,37.5081670,-77.3314961
Branch and Vine,37.5491663,-77.4661306
The Lab by Alchemy Coffee,37.5500119,-77.4488637
Starbucks,37.5477333,-77.4533435
Aroma Cafe,37.5536937,-77.4550430
Starbucks,38.9798795,-76.5241428
Dunkin' Donuts,38.9038959,-77.0314984
Hard Bean Coffee & Ice Cream,38.9778044,-76.4878091
Starbucks,37.5564863,-77.4708268
Best Café,37.5565330,-77.4751764
,38.9782397,-76.4946781
The Board and Brew - a board game cafe,38.9914096,-76.9340177
Starbucks,38.8804302,-77.1142384
Sense of Place,38.8679421,-77.1170096
Dunkin' Donuts,37.2269611,-80.4185507
South Block,38.8320130,-77.0595132
A Baked Joint,38.9022859,-77.0171473
Coffee,38.4338976,-78.8624194
,37.1138810,-76.4707639
Dolchi E Caffé,37.2310574,-80.4226624
,38.2177053,-78.1703994
Cold Stone Creamery,39.3277378,-76.6158246
South Block,38.8943704,-77.0759139
Le Caprice DC Café Bakery,38.9326023,-77.0329848
Dunkin' Donuts,38.9374360,-77.0246840
Heat da Spot,38.9304807,-77.0232818
Starbucks,38.9384777,-77.0250627
Starbucks,38.6530123,-77.2860842
Dunkin' Donuts,38.9171928,-77.0317049
The Wydown,38.9164531,-77.0321911
Starbucks,38.9662030,-76.9536855
Bagels 'n Grinds,39.1521322,-76.7447262
Starbucks,38.7631976,-77.4582995
Starbucks,38.7841300,-77.0170230
Starbucks,39.1544703,-76.7424632
Grand Central Eatery,39.4069081,-76.7818638
Fractured Prune,39.4060934,-76.7816128
Paul,38.9030272,-77.0398946
Galley Cafe,38.9081031,-77.0380503
Lost Dog Coffee,39.4303250,-77.8047580
Common Grounds,38.6478620,-77.3381196
The Den,39.3942094,-76.6059771
Starbucks,38.6464975,-77.3344937
Aroma's,37.0862749,-76.4726662
Ceremony Coffee Roasters,39.2956814,-76.6186187
Grounds Central Station,38.7515122,-77.4717644
Rita's Italian Ice,36.7438156,-76.2236055
Pret A Manger,38.9035650,-77.0429550
Paradox Pastry,38.0287971,-78.4812291
Bon,38.0293649,-78.4825176
Demolition Coffee,37.2321568,-77.4007678
Grit Coffee,38.0307648,-78.4820649
The Southern Café & Music Hall,38.0306233,-78.4816809
,39.3650694,-76.9699141
Starbucks,39.3935891,-76.6069264
Atwater's Cafe,39.3637874,-76.6084056
Starbucks,37.6652951,-77.4597046
SweetFrog,37.7590657,-77.4790523
Carytown Coffee,37.4586451,-77.6550275
Dolcezza Gelator,38.9814021,-77.0976912
Starbucks,39.0431156,-77.1118207
,37.5080864,-77.5974190
Starbucks,38.0784709,-78.4776836
The Wild Bean,37.8013273,-80.4449089
Dunkin Donuts,39.2536582,-81.5537965
Rock & Roll Cafe,39.1788326,-81.5152762
L'Hommage Bistro Francais Cafe,38.9023202,-77.0179932
Terra Cafe,39.6602787,-79.9900533
The Juice Laundry,38.0357956,-78.4878464
Crystal Cafe,39.2651310,-81.5613696
La Cafe,39.2862707,-81.5470235
Honey Baked Ham,39.2947546,-81.5478648
Shenandoah Joe Coffee Roaster,38.0392045,-78.4908361
Dunkin Donuts,39.2968146,-81.5472265
Tutto Gelato,39.6582592,-79.9597104
Boreman Bistro,39.6330400,-79.9526145
Starbucks,38.5974577,-77.3347463
Tim Hortons,38.4260818,-81.7857557
Starbucks,39.6591805,-77.7453278
Trailside Caffe,38.4158939,-79.9969144
Starbucks,38.4108752,-79.9958254
Kohr Brothers,36.8505094,-75.9758188
Retro Cafe,36.8509563,-75.9759589
SweetFrog,36.8518778,-75.9761965
Ben & Jerry's,36.8610300,-75.9787570
Hershey's Ice Cream,36.8627255,-75.9792320
Starbucks,38.8016392,-77.0720519
Caffé bene,39.2786927,-76.8575992
The Black Dog Coffee Company,39.3624347,-77.8643881
Corner Cafe,39.0945152,-77.2015952
Potter's House,38.9249997,-77.0387080
Green Beans Coffee,39.1798460,-76.6721990
Terasol,38.9551092,-77.0701718
Filter,38.9011446,-77.0442576
Jrink,38.9011958,-77.0445055
Cafe Cozy Corner,38.9048763,-77.0257341
Windows Cafe & Market,38.9158749,-77.0123514
Peet's Coffee,38.8991762,-77.0397272
Starbucks,38.9804739,-76.9389977
Bulk Foods,38.7041148,-80.6665566
Starbucks,39.1969995,-76.8133898
Rooster's Cafe,36.8822897,-76.1842086
Starbucks,38.0595065,-78.4913230
Starbucks,38.0888853,-78.4741511
Pret A Manger,38.9027833,-77.0387530
Capitol Grounds Cafe,38.9030084,-77.0387446
Corner Bakery Cafe,38.9004269,-77.0419294
Majorica Cafe,39.2374429,-77.2771846
Carlson's Donuts,39.1374925,-76.6862425
Cool Beans,37.7849627,-79.4435931
Dog Tag Bakery,38.9038625,-77.0631451
La Madeleine,38.7722935,-77.1367891
Starbucks,37.2331977,-80.4220152
Jamba Juice,37.2311741,-80.4227825
Dunkin Donuts,39.1767859,-76.6696801
Koba Cafe,39.2727565,-76.6041455
Coffee Quarter,38.2869763,-76.4835658
Donut Connection,38.2656022,-76.4557184
,38.2912647,-76.6347277
The Waterhouse,38.8882261,-77.0943417
Springfield Cafe,38.7675193,-77.1608768
Starbucks,38.7958623,-77.6092939
Manhattan Bagel,39.4489935,-75.7236176
Bruster's,39.4496687,-75.7257044
Dolci Gelati,38.9747791,-77.0123307
Starbucks,38.8848009,-77.0154975
Peet's Coffee,38.8858804,-77.0945608
Philz Coffee,38.8747546,-77.0011131
Dunkin Donuts,37.5503713,-77.4494619
The Urban Farmhouse Market and Café,37.5683708,-77.4690848
Black Hand Coffee Co,37.5604469,-77.4759950
Compass Coffee,38.9161707,-77.0227762
BRBean cafe,38.9888448,-76.9427761
Physics cafe,38.9884270,-76.9402150
Bytes Cafe,38.9908130,-76.9364520
Kim Kafe,38.9909529,-76.9380481
Sneakers cafe,38.9935957,-76.9451037
Applause cafe,38.9907606,-76.9507535
Footnotes Cafe,38.9860620,-76.9447520
Off the Record,38.9869760,-76.9482706
Creative Commons cafe,38.9858740,-76.9485447
Rudy's Cafe,38.9826694,-76.9474012
Starbucks Coffee,38.9087021,-77.0234448
Lebanese Taverna Deli Store,38.8990686,-77.1174482
Snow Cafe,39.2711440,-76.8256888
Dublin Roasters,39.4397500,-77.3982021
Vint Hill Coffee,38.7436194,-77.6826710
Caffe Amouri,38.9025184,-77.2657564
Starbucks,38.9036346,-77.0242040
Dunkin' Donuts,38.8836198,-76.9947095
,38.7321417,-83.0026286
Starbucks,38.9372611,-77.0891061
Starbucks,39.6267090,-77.7692920
Basil Thyme,38.8837466,-77.0244276
Ceremony Coffee,38.9792701,-76.5458693
49 West,38.9782268,-76.4951837
Einstein Bros. Bagels,38.9609559,-77.3565166
Donut Connection,38.3280523,-81.5977548
Starbucks,37.3500555,-79.1818100
Sugar Shack,38.8606661,-77.0921890
Dunkin' Donuts,38.8808229,-77.3984522
Starbucks,38.8592216,-77.3883778
Starbucks,38.8660802,-77.3603756
Cafe on the Square,39.2889175,-76.6220942
,38.9455062,-77.0378181
City Dock Coffee,39.0382857,-76.4798196
Dunkin' Donuts,38.9838446,-76.7575650
La Colombe,38.9200550,-77.0310330
Spoons,39.2770171,-76.6134377
Dunkin' Donuts,38.8106716,-76.7010939
Dunkin' Donuts,38.7473488,-77.4489864
Argo Tea,37.3501930,-79.1804731
Dunkin' Donuts,37.3481432,-79.1819628
The Light Well,38.2451622,-78.1105322
Starbucks,38.8702459,-77.0551149
Park Cafe & Coffee Bar,39.3088786,-76.6255991
Fair Grounds Coffee,36.8675210,-76.2986047
Brew LoCo,39.0808892,-77.4939135
Tidewater Coffee,36.8345193,-76.3277180
Starbucks,36.7622175,-76.0105288
Starbucks,39.0370296,-77.5023865
Artful Dodger,38.4496600,-78.8697397
Three Ships Coffee Roasters,36.8463074,-75.9824007
Bad Ass Coffee,36.8450851,-75.9831209
Compass Coffee,38.9009677,-77.0415236
Dunkin Donuts,38.8123452,-77.1125666
Delfinow,37.9827138,-81.1380619
,39.0956796,-76.7151474
Rise & Shine Diner,37.6922906,-77.4402059
Cafe du Parc,38.8965926,-77.0326751
Starbucks,38.2959527,-77.4928910
Starbucks,38.3039711,-77.5093308
Tropical Smoothie Cafe,38.3050929,-77.5117438
Dolcezza,38.8724850,-77.2295875
Starbucks,39.1377683,-76.5981531
BAMF Cafe,39.3104906,-76.6163810
Grounded Coffee Shop,38.7686275,-77.1193279
Starbucks,37.5642428,-77.4689968
Cafe Caturra,37.5727159,-77.5195843
Boyer's,37.5731389,-77.5188613
Starbucks,37.5731789,-77.5186780
Cafe Ole,37.5401540,-77.4389007
Cameron Cafe,38.8093224,-77.1171855
PB's Coffee,39.0950661,-77.1112886
Bean Rush Cafe,39.0545829,-76.6198455
Kline's Dairy Bar,38.4515507,-78.8671494
Shenandoah Joe,38.4482672,-78.8667064
Starbucks,36.8231605,-76.1497057
Jiffy Sandwich Shoppe,39.1858458,-78.1719481
Peregrine Espresso,38.9085176,-76.9973372
Third Wave Coffee,37.3662134,-79.2595910
The Muse,37.3578546,-79.2407235
Starbucks,38.8048633,-77.1335236
Peet's Coffee,38.9005017,-77.0478711
Landmark Bakery and Cafe,38.8037905,-77.1328821
Dunkin Donuts,38.8440814,-77.2918936
Filter Coffeehouse & Espresso Bar,38.9136852,-77.0450925
Starbucks,39.2894657,-76.6139567
Starbucks,39.2873246,-76.6115507
,39.0443545,-76.0651081
The Big Bean Theory,39.2959573,-76.6186281
Emissary,38.9094949,-77.0463838
Starbucks,38.9325665,-76.9971467
THB Bagelty & Deli,39.3273954,-76.6162214
Bruster's Ice Cream,38.4299046,-78.8492887
M.E. Swing's,38.8977995,-77.0322831
Colada Shop,38.9157273,-77.0323693
Starbucks,38.0317549,-78.5050705
Sheba Coffee,38.9348582,-77.0329317
Starbucks Coffee,39.4164172,-77.4422937
La Colombe,38.9052503,-77.0026995
Cafe Vy,38.8737507,-77.1551489
Gió,38.8730225,-77.1544090
Hùng Café,38.8730991,-77.1550216
Cafe Nhớ,38.8743750,-77.1542237
H₂O Café,38.8744191,-77.1539603
Café Tiên,38.8744745,-77.1544679
Leaves and Greens,38.9484126,-77.3621881
Cafeteria,38.9051051,-77.1271622
Peet's Coffee,38.9862678,-77.0963593
Starbucks,38.7275052,-77.7959469
Ladurée,38.9050515,-77.0607734
Three Fifty Bakery & Coffee Bar,38.9166304,-77.0386839
Frederick Coffee Company & Cafe,39.4153563,-77.4049218
Starbucks,38.9027715,-77.0343125
Così,38.9027994,-77.0348654
Starbucks,39.3709455,-76.4644560
Starbucks,39.0086685,-77.5030284
Starbucks,37.1470773,-76.4593423
Republik Coffee Bar,38.8805584,-77.1133732
Jirani Coffeehouse,38.7503952,-77.4728433
Slipstream,38.8794557,-77.0054014
Starbucks,36.7784748,-76.2531063
The White Hart,37.4121647,-79.1397115
Petite Loulou,39.1372612,-77.7040023
Starbucks,38.7040842,-80.6659576
Mill Mountain Coffee and Tea,37.2031348,-80.0031396
Starbucks,36.7729379,-76.2341136
Ridgetop Coffee & Tea,39.0264788,-77.4070521
Livin' The Pie Life,38.8970716,-77.1233572
Order&Chaos,39.2735561,-76.6028515
Dovecote Cafe,39.3136688,-76.6385873
Sunrise Cafe,38.9040969,-77.0387219
Cafe 3,39.1569140,-76.6084350
Starbucks,36.8821109,-76.1995883
,38.9688324,-77.3412769
Blue Bottle Coffee,38.9043821,-77.0653989
District Doughnut,38.8796366,-76.9951837
District Doughnut,38.9047316,-77.0669937
Starbucks,38.9000347,-76.9974411
Bmore Licks,39.2859150,-76.5815911
Roll Ice Cream Spcial,39.2866009,-76.5708666
Casual Grourmet,39.3033403,-77.0214182
Starbucks Coffee,39.0153551,-76.9283524
Starbucks,39.3359490,-76.6307315
Vigilante Coffee,38.9524045,-76.9411091
Molly's Coffee & Cafe,39.2353913,-76.4417271
Asian American II- Chinese  Burgers,38.9018898,-77.0126457
Greenmount Coffee Works,39.3061727,-76.6087576
Bethesda Bagels,38.8767448,-77.0048084
Starbucks,38.9783693,-77.0906489
Dublin 3 Coffee House,37.4146976,-79.1396793
Natural,37.3577074,-79.1731846
Starbucks,38.8388403,-77.0517054
Casa Rosada Artisan Gelato,38.8055155,-77.0537670
Milk & Honey Cafe,39.0293787,-76.9159680
Altus Chocolate,37.2716902,-79.9380880
Dunkin Donuts,38.8761837,-75.8236295
Café Andamiro,39.3014567,-76.6193829
Confetti,36.8424592,-76.1350611
Le Pain Quotidien,38.8978539,-77.0069799
Au Bon Pain,38.8981013,-77.0068833
Starbucks,38.8979782,-77.0062275
Starbucks,38.8973080,-77.0065829
Georgia Grace Cafe,39.2679888,-76.7949523
Iron Paffles & Coffee,38.0303744,-78.4832501
Greenberry's,38.8950275,-77.0413187
Sandellas Flatbread Cafe,38.8029123,-77.0632409
Debbie's Kitchen,37.6925440,-77.5490277
Starbucks,38.8634862,-77.0840096
Starbucks,37.6752538,-77.4630313
The Muse,37.3979375,-79.1803842
Insomnia Cookies,39.3998123,-76.6027575
Woodburn Cafe,38.8539886,-77.2242851
Starbucks,38.9446616,-77.0956618
,38.8093740,-77.2223519
Duck Donuts,38.4710907,-77.4121906
Beanetics Coffee Roasters,38.8342257,-77.1881529
Starbucks,38.8836552,-76.9864308
Cafe Bliss,37.4151867,-79.1423801
Urban Famrhouse Cafe,37.5435114,-77.4423698
Tropical Smoothie Cafe,38.8826736,-77.1059431
Dunkin Donuts,38.8832797,-77.1044226
Baked by Yael,38.9298797,-77.0554824
Cafe,36.5674162,-77.8985864
Upper West Side Café,38.9054507,-77.0498607
Starbucks,37.6827541,-77.5886272
KUNG FU TEA,38.9968592,-77.0257885
O'Kelly's,37.3703418,-79.1820123
Monkee Joe's,37.3638504,-79.2894917
Blackstone Coffee,38.3056732,-77.4770135
Dunkin' Donuts,39.4965992,-76.3312175
Starbucks,38.2975696,-76.5139485
Starbucks,39.1242037,-77.1642516
Colada Shop,39.0235094,-77.3947760
Smoothie King,39.0770437,-76.5474322
Gregorys Coffee,38.9035914,-77.0437245
Gregorys Coffee,38.9028352,-77.0339184
Java Joe’s,39.2896754,-76.6146610
Starbucks,39.4484328,-77.3880816
Big Apple Tree Cafe,39.2898625,-76.6105534
Starbucks,39.4376509,-77.9921909
Joe Muggs,39.4391399,-77.9933510
Tropical Smoothie Cafe,39.4407736,-77.9901579
Pownall's Bistro  LLC,39.4365458,-77.9847623
Dunkin' Donuts,38.9040405,-77.0432286
Java Corner,38.9070823,-76.9929474
Catalyst,39.3311677,-82.1245274
Starbucks,38.7361873,-82.9952475
Dunkin Donuts,37.6463970,-77.5760964
The Caboose Market Cafe,37.7583297,-77.4820842
Starbucks,37.6679783,-77.4625592
Dunkin' Donuts,39.6830109,-75.7513098
Starbucks,39.6200432,-77.7731013
Dolce Pizza,39.6258608,-77.7143430
Starbucks,38.9335967,-77.0856124
Little Goat Coffee Roasting Co.,39.6828802,-75.7474589
Great Harvest Bread Company,38.7133360,-77.2136385
Daisy’s Café,37.5546829,-79.0805941
Brenen's,39.3279958,-82.1011604
Fluff Bakery and Cafe,39.3295349,-82.1010226
Starbucks,39.0273223,-77.1399573
Rise Biscuits Donuts,39.4247418,-76.6195211
Über Bagels,39.1004186,-76.5644850
Starbucks,37.6595632,-77.6377386
Concord Point Coffee,39.5493686,-76.0896915
Bourbon Coffee,38.9437198,-77.0776815
Portside Coffee,39.1091385,-77.5623608
Hungan Cafe,38.8779717,-77.3966227
Starbucks,39.1312865,-76.7404659
,38.9223700,-77.0423727
Caribou Coffee,37.5088445,-77.3308193
Ceremony,39.2809255,-76.5984532
Plantbar,39.2809650,-76.5987269
Dunkin' Donuts,39.5548197,-76.2815877
High Grain Bread Company,38.7851841,-77.5162736
On The Hill,39.3084446,-76.6237700
Jabali Brewing Co.,39.2825664,-76.5949932
Firefly Cafe and Bakery,39.1433497,-78.1902490
Bluestone Lane,38.9041647,-77.0503834
Happy Creek Tea & Coffee,38.8620479,-77.7744028
Starbucks,38.2938090,-77.5182847
Daily Grind,39.3305905,-76.6206910
Bird in Hand Coffee & Books,39.3279255,-76.6167287
Common Grounds Café,37.4426387,-79.2074839
Starbucks,38.9634658,-78.1927854
Firehook Bakery,38.8941718,-77.0191825
Sidamo,39.1479183,-76.9069334
Pret a Manger,38.9015652,-77.0420293
Compass Coffee,38.9015024,-77.0322651
Café Chocolat,38.9003760,-77.0329695
Bean Tree Sweets,37.3587514,-79.1688601
OneDo Coffee,39.2817581,-76.5781927
Java Loco,38.8105235,-77.1335110
Starbucks,39.0520829,-77.4526087
,36.7323495,-78.9200708
,39.2096971,-78.1761535
Quartermaine Coffee Roasters,39.0255531,-77.1269557
Compass Coffee,38.8971580,-77.0212246
The Wydown,38.9003937,-76.9973090
Skeller,37.4373730,-79.1718539
Maison Kayser,38.8975474,-77.0314257
,36.5870795,-79.4218303
Millie's Living Cafe,37.3598412,-79.2410077
