X,Y,OBJECTID,GPIN,NAME,ADDRESS,WEB_LINK,SP_Y,SP_X,LATI,LONG_,SUB_CATEGORY,NOTE_
-76.085677021546203,36.808853838334066,525,14869360320000,The Lakes East,929 POCASSET CT,,3463000.1757583,12189656.5607784,36.80885384,-76.08567702,City Park,
-76.150816753576308,36.81606098288789,526,14760540110000,Lark Downs Park,800 MONMOUTH LN,,3465142.29122472,12170527.0567146,36.81606098,-76.15081675,City Park,
-76.204234081104701,36.806536379199471,527,14565113520000,Level Green Park,1520 LEVEL GREEN BLVD,,3461290.89997739,12154979.1603171,36.80653638,-76.20423408,City Park,
-76.106971451507292,36.819154409542101,528,14863625770000,Liberty Ridge Park,3733 CHANCERY LN,,3466590.53570355,12183329.3769105,36.81915441,-76.10697145,City Park,
-76.098493947763117,36.824854686978142,529,14865877730000,Lineberry Park,3629 KINGS POINT RD,,3468728.25649372,12185757.3212016,36.82485469,-76.09849395,City Park,
-76.098736132665394,36.877005658278442,530,14885726080000,Little Neck Park,,,3487707.68441404,12185203.5431096,36.87700566,-76.09873613,City Park,
-76.098352205289387,36.90574760820774,531,14895801460000,Lock Haven Park,3657 E STRATFORD RD,,3498171.66775113,12185049.6132994,36.90574761,-76.09835221,City Park,
-76.049002563453499,36.848698307584712,532,24070707160000,London Bridge Park,520 OLD GREAT NECK RD,,3477778.69016446,12200013.199842,36.84869831,-76.04900256,City Park,
-75.984561110758378,36.73103577156354,533,24139594820000,Lotus Garden Park,1289 SANDBRIDGE RD,,3435450.70067363,12220003.9685874,36.73103577,-75.98456111,City Park,
-76.159424168981928,36.859923669499445,534,14687160140000,Lynbrook Landing Park,5390 LYNBROOK LNDG,,3481044.53665113,12167612.2675967,36.85992367,-76.15942417,City Park,
-76.080115627979026,36.909168717116785,535,14990936340000,Lynnhaven Colony Park,3125 SHORE DR,,3499552.98421422,12190348.0685817,36.90916872,-76.08011563,City Park,
-76.078897861000087,36.836954918191545,536,14971352550000,Lynnhaven Woods Park,156 GOLDEN MAPLE DR,,3473278.80546346,12191378.2112065,36.83695492,-76.07889786,City Park,
-76.004627593133407,36.771798024508932,537,24153071560000,Malbon Acres Park,1952 ROSSINI DR,,3450130.38325647,12213733.1162997,36.77179802,-76.00462759,City Park,
-76.185539865157708,36.861414078385351,538,,Margate Avenue Park,5984 MARGATE AV,,3481398.65175655,12159960.8098026,36.86141408,-76.18553987,City Park,
-76.022720078875551,36.770329099397124,539,24048944730000,Middle Oaks Plantation Park,2368 BREEZY PINES LN,,3449456.20054972,12208449.6521291,36.7703291,-76.02272008,City Park,
-76.083388933465812,36.865223997684296,540,14889375760000,Middle Plantation/Bishop'S Gate Park,3181 LITTLE HAVEN RD STE P1,,3483534.10122579,12189800.8823401,36.865224,-76.08338893,City Park,
-76.116950440739842,36.766159769906579,541,14840792020000,Newcastle Park,3805 MIDDLEHAM DR,,3447228.26373263,12180896.2676035,36.76615977,-76.11695044,City Park,
-76.181182993808918,36.805001865108721,542,14661079380000,Newlight Park,1111 THOMPKINS LN,,3460897.30069897,12161739.4998147,36.80500187,-76.18118299,City Park,
-76.166712780295342,36.859632621360085,543,14685048760000,Newsome Farms Park,588 PROSPECT LN,,3480885.82174547,12165483.1642434,36.85963262,-76.16671278,City Park,
-76.09685407770354,36.806992994484304,544,14866232840000,Oak Springs Park,832 NORTHWOOD DR,,3462239.40857905,12186402.679819,36.80699299,-76.09685408,City Park,
-75.983417120617091,36.760580012241789,545,24240602630000,Lagomar North Park,960 ARTESIA WAY,,3446212.4239008,12220052.3940155,36.76058001,-75.98341712,City Park,
-76.001616691829312,36.76676155268288,546,24144863530000,Ocean Lakes East Park,1276 TENNYSON RD,,3448320.64573422,12214663.2315655,36.76676155,-76.00161669,City Park,
-75.997859113556018,36.771750926216789,547,24155061860000,Ocean Lakes North Park,1916 UPTON DR,,3450165.71028554,12215715.381036,36.77175093,-75.99785911,City Park,
-76.026875841686731,36.83896601397187,548,24076454910000,Oceana Village Park,1813 S STREAMLINE DR,,3474405.3616093,12206578.2250977,36.83896601,-76.02687584,City Park,
-76.169820590953975,36.834142208745163,549,14674175970000,Parliament Village Park,5324 LEESBURG DR,,3471585.52374504,12164803.2620599,36.83414221,-76.16982059,City Park,
-76.101577726691261,36.814921713223249,550,14864590870000,Pecan Gardens Park,,,3465090.03607988,12184946.8671138,36.81492171,-76.10157773,City Park,
-76.12308560265204,36.862716429842187,551,14788222890000,Pembroke Meadows Wayside Park,4333 PEMBROKE BLVD,,3482326.61971688,12178214.6581373,36.86271643,-76.1230856,City Park,
-75.983567322525872,36.781883785322854,552,24159389260000,Pine Meadows West Park,1577 BUNSEN DR,,3453964.87394705,12219801.6779815,36.78188379,-75.98356732,City Park,
-75.983630899891793,36.783683246053435,553,24159476750000,Pine Meadows Place Park,1497 GALVANI DR,,3454619.30111589,12219765.6039066,36.78368325,-75.9836309,City Park,
-76.033363598636157,36.773145058819516,554,24055024610000,Pine Ridge Park,1901 PINEY WOODS LN STE P2,,3450399.47392564,12205306.3611716,36.77314506,-76.0333636,City Park,
-76.071759978906513,36.837683984608752,555,14973346410000,Pinewood Gardens Park,2800 ANSOL LN,,3473597.80548163,12193459.6053377,36.83768398,-76.07175998,City Park,
-76.087358630028845,36.834707477527871,556,14878294710000,Plaza Park,208 S PLAZA TRL,,3472397.43025771,12188923.8778606,36.83470748,-76.08735863,City Park,
-76.044054484765084,36.849081591829083,557,24071749200000,Point O'Woods Park,2128 CHICKEN VALLEY RD,,3477955.81481022,12201456.9180831,36.84908159,-76.04405448,City Park,
-76.060735013815005,36.760762342771741,558,14947546080000,Princess Anne Crossing Park,2561 CANTWELL RD,,3445684.33276539,12197408.5301826,36.76076234,-76.06073501,City Park,
-76.22044676485973,36.813462911625827,559,14560327200000,Queen City Park,1017 TAMER AVE,,3463696.99752738,12150173.1010316,36.81346291,-76.22044676,City Park,
-76.176409391304873,36.881173843321776,560,14682846570000,Raleigh Square Park,5508 SHIRE REACH,,3488656.31473464,12162454.1306033,36.88117384,-76.17640939,City Park,
-76.188365160151065,36.826850704434129,561,14569847560000,Woods Of Avalon,5720 NORMANDY AVE,,3468798.17826988,12159442.6087392,36.8268507,-76.18836516,City Park,
-76.003666137064585,36.764057636724687,562,24144702890000,Red Mill Farms North Park,2049 UPTON DR STE 1,,3447320.6559363,12214089.1434748,36.76405764,-76.00366614,City Park,
-76.001872424224402,36.789420918341619,563,24154645350000,Red Wing On The Park,1213 EAGLEWOOD DR STE B,,3456565.70339105,12214370.0622043,36.78942092,-76.00187242,City Park,
-76.142682440406645,36.864284083181381,564,14782247850000,Romney Lane Park,861 ROMNEY LN,,3482753.46138288,12172469.1177911,36.86428408,-76.14268244,City Park,
-76.149838559198798,36.79080983910908,565,14750690330000,Rosemont Forest Park,4360 PLEASANT VALLEY RD,,3455958.71280713,12171042.1652645,36.79080984,-76.14983856,City Park,
-76.15572300850171,36.779550097697808,566,14659147780000,Rosemont Forest West Park,1841 GRAVENHURST DR,,3451817.63808405,12169421.3496085,36.7795501,-76.15572301,City Park,
-76.143880262091329,36.786947510737306,567,14752485690000,Rosemont Forest East Park,2300 LYNNHAVEN PKWY,,3454596.42222463,12172821.4792911,36.78694751,-76.14388026,City Park,
-76.116458874531531,36.773835923124885,568,14850090450000,Salem Lakes Park,2080 CENTENNIAL CIR,,3450025.77782263,12180969.6572205,36.77383592,-76.11645887,City Park,
-76.121259171372557,36.77011657748195,569,14749876710000,Salem Lakes South Park,,,3448636.59162463,12179598.2410001,36.77011658,-76.12125917,City Park,
-76.112227986511442,36.776896344096286,570,14852112730000,Salem Park,1848 CENTENNIAL CIR,,3451170.98649022,12182180.2860328,36.77689634,-76.11222799,City Park,
-76.112802418711439,36.782787042419862,571,14851392890000,Salem Village Park,1712 MOONSTONE DR,,3453310.75944163,12181957.8704671,36.78278704,-76.11280242,City Park,
-76.040911382892205,36.742278257014149,572,24033951160000,Fox Fire East Park,2470 ESPLANADE DR,,3439107.48502672,12203389.0933526,36.74227826,-76.04091138,City Park,
-75.99235897520974,36.836080334735968,573,24176376010000,Salt Marsh Point Park,141 MARSHVIEW DR STE P2,,3473621.53968613,12216703.7511065,36.83608033,-75.99235898,City Park,
-75.9439758936701,36.746353483619302,574,24341173520000,Sandbridge Beach Park,,,3441345.04288755,12231742.5907794,36.74635348,-75.94397589,City Park,
-76.119744523768645,36.868165067966608,575,14789413520000,Saw Pen Point Park,1051 SAW PEN POINT TRL STE P2,,3484334.38046514,12179141.7740652,36.86816507,-76.11974452,City Park,
-76.079558581773043,36.800976380795589,576,14961051480000,Scarborough Square Park,1225 WARWICK DR,,3460178.91991788,12191520.732575,36.80097638,-76.07955858,City Park,
-76.077449446182072,36.79987226738691,577,14952929150000,Scarborough Square East Park,1198 OLD CLUBHOUSE RD,,3459792.90002063,12192148.3779732,36.79987227,-76.07744945,City Park,
-76.076450344414638,36.801777068347768,578,14962045310000,Scarborough Square North Park,1201 OLD CLUBHOUSE RD,,3460493.68766105,12192423.0109541,36.80177707,-76.07645034,City Park,
-75.990905368129361,36.839891361476496,579,24177510240000,Seabridge Square Park,1001 COASTAWAY DR,,3475019.8879393,12217092.1315633,36.83989136,-75.99090537,City Park,
-75.99650190648542,36.83049590927974,580,24175155880000,Seatack Park,340 S BIRDNECK RD,,3471556.87485221,12215545.6425303,36.83049591,-75.99650191,City Park,
-76.001647454636213,36.846076994718942,581,24173792600000,Seatack North Park,1152 AMERICUS AVE,,3477187.83143805,12213890.0798966,36.84607699,-76.00164745,City Park,
